otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.30.20.WRMM3U,Dwór obronny w Wysokiej,ok,,"Dwór obronny z I. połowy XVII wieku oryginalnie w stylu renesansowym, przebudowany na barokowy. Przekształcony na spichlerz w połowie wieku XIX, ponownie oddany do użytku mieszkalnego w 1912 roku. Budynek spłonął w trakcie działań wojennych roku 1939, odbudowany w 1942 roku i użytkowany jako szkoła podstawowa, a po wojnie jako ośrodek wypoczynkowy. Od 1988 w rękach prywatnych właścicieli, gruntownie wyremontowany.",417,,,
K01.30.20.P9JFXS,Dwór obronny w Jakubowicach,ok,,"Dwór wzniesiono w XVI w. przez rodzinę Jakubowskich herbu Topór jako dwór obronny. Jest to murowany, piętrowy budynek o zwartej bryle, nakryty wysokim dachem czterospadowym, z parterową przybudówką. Zachowały się m.in. sklepienie kolebkowe ze sztukateriami z XVII w., renesansowy kominek, kamienne portale, obramienia okienne i stropy belkowe. Po 1945 r. użytkowany przez PGR. Od 1998 r. pozostaje własnością prywatną.",418,,,
K01.30.10.XG3QB7,Zamek w Koźminie Wielkopolskim,ok,,"Zamek w Koźminie Wielkopolskim to jedna z najlepiej zachowanych rezydencji możnowładczych w regionie, łącząca gotyckie początki z renesansową formą pałacową. Murowaną warownię obronną wzniesiono w pierwszej połowie XIV wieku z inicjatywy Maćka Borkowica, ówczesnego starosty wielkopolskiego. Pierwotne założenie miało charakter gotyckiego zamku nizinnego na planie czworoboku, otoczonego fosą i zasilanego wodami rzeki Orli, z charakterystyczną wieżą obronną w narożniku.",471,,full (muzeum),ok
K01.20.10.3XHZH8,Pałac w Morągu,ok,,"W sąsiedztwie XIV-wiecznego zamku krzyżackiego wzniesiono w drugiej połowie XVI wieku rezydencję rodu Dohnów. Podczas budowy wykorzystano fragmenty miejskich fortyfikacji, w tym mury oraz basztę. W 1717 roku obiekt został rozbudowany, zyskując bardziej pałacowy charakter. Zniszczony w 1945 roku, został odbudowany w latach 1975-1985. Obecnie mieści się w nim Muzeum Warmii i Mazur.",382,,,
K01.30.10.H4EK4W,Zamek w Gosławicach,ok,,"Zamek w Gosławicach wzniesiono w latach 1418–1426 z inicjatywy biskupa Andrzeja Łaskarza. Założenie tworzą dwa równoległe budynki mieszkalne otoczone murem z narożnymi wieżyczkami strzelniczymi i fosą. Zamek został zniszczony w XVII w., a później częściowo przekształcony gospodarczo. Po remoncie w latach 1978–1986 odzyskał funkcję użytkową. Obecnie mieści Muzeum Okręgowe w Koninie i jest udostępniony zwiedzającym.",417,,,
K01.30.20.JRTJM6,Dwór obronny w Miodnicy,ok,,"Dwór obronny w Miodnicy to ciekawy, choć nieco zapomniany zabytek architektury rycerskiej. Przez lokalną społeczność bywa on potocznie, ze względu na swoją masywną bryłę, nazywany zamkiem. Historia tej warowni sięga XV wieku  pierwsze udokumentowane wzmianki o siedzibie rycerskiej pochodzą z 1467 roku, kiedy to tutejsze dobra należały do śląskiego rodu von Unruh.",365,,,
K01.30.10.7WLQL5,Zamek Rajsko,ok,zostawiamy,"Zamek Rajsko powstał prawdopodobnie w drugiej połowie XIII w. jako górska warownia strzegąca zachodniej granicy księstwa świdnicko-jaworskiego. Usytuowano go na wyniosłym wzgórzu nad Kwisą. W czasie wojen husyckich został zdobyty i zniszczony, po czym nie odzyskał dawnego znaczenia. Obecnie zachowany jest w formie malowniczej ruiny.",334,,excelent????,
K01.30.20.U1ZJGC,Dwór obronny w Snowidzy,ok,,"Dwór w Snowidzy (woj. dolnośląskie) to barokowo-klasycystyczna rezydencja z przełomu XVII i XVIII w., przebudowana w 1823 r. Piętrowy obiekt z mansardowym dachem i wieżyczką zegarową wyróżnia się bogatą dekoracją sztukatorską wnętrz. Kiedyś posiadał też fose. Obecnie jest własnością prywatną i popada w ruinę.",310,,,
K01.20.10.SNLJZ7,Pałac w Jagielnie,ok,,"W pierwszej połowie XV wieku w Jagielnie wzniesiono zamek, który został zniszczony w 1443 roku. Odbudowany przez rodzinę von Pogrell, w XVII wieku został przebudowany na renesansowy pałac. W kolejnych stuleciach rezydencja była rozbudowywana i zmieniała właścicieli, między innymi należała do rodziny von Ballestrem. Po 1945 roku obiekt popadał w ruinę i został ostatecznie opuszczony. Obecnie zachowały się głównie fragmenty murów pałacu, otoczone fosą i parkiem.",464,,,
K01.30.10.QN87FE,Zamek Witostowice,ok,,Zamek Witostowice wzniesiony w XVIII wieku w Dolinie Oławy. Kształt otwartej na zachód litery U. Obecnie w rękach prywatnych.,125,,,
K01.20.10.P72XR6,Pałac w Trzebiatowie,ok,,"Pałac w Trzebiatowie powstał w wyniku przebudowy dawnego renesansowego zamku Gryfitów, który wzniesiono w XVI w. na miejscu wcześniejszego grodu i klasztoru norbertanek. Po pożarze w 1679 r. został odbudowany około 1682 r., a w XVIII w. otrzymał klasycystyczną formę. W swojej historii pełnił funkcję rezydencji książęcej, siedziby możnych rodów oraz obiektu wojskowego i administracyjnego. Obecnie mieści bibliotekę publiczną oraz Trzebiatowski Ośrodek Kultury.",462,,,
K01.30.10.CS45F9,Zamek w Białym Borze,ok,"zostawić, tylko fundamenty","Zamek w Białym Borze wzniesiono pod koniec XIV w. jako krzyżacką strażnicę graniczną, prawdopodobnie na półwyspie jeziora Bielsko. Pełnił funkcję ochrony zachodnich rubieży państwa zakonnego. Jego układ, rozmiary i szczegóły architektoniczne pozostają nieznane. Po utracie znaczenia został stopniowo rozebrany. Zachowały się jego wyłacznie pozostałości fundamentów.",365,,,
K01.30.20.QC9HU4,Dwór obronny w Wielkich Oczach,ok,,"W drugiej połowie XVII wieku Andrzej Modrzewski, w nagrodę za uratowanie życia wielkiemu hetmanowi koronnemu Stefanowi Potockiemu, otrzymał wieś Wielkie Oczy. Wkrótce wzniósł tu dwór obronny, który stał się siedzibą majątku. Na przestrzeni kolejnych lat dwór i majątek wielokrotnie zmieniały właścicieli. Po zniszczeniach wojennych obiekt został gruntownie przebudowany. Obecnie budynek pełni funkcję siedziby władz gminnych.",425,,,
K01.30.20.7DZQRL,Dwór obronny w Skrzyszowie,ok,,"Dwór obronny w Skrzyszowie to unikalny, choć mało znany zabytek polskiej architektury rezydencjonalnej o wyraźnych cechach obronnych. Reprezentuje typ ufortyfikowanego dworu szlacheckiego, który w okresie renesansu łączył elegancję nowożytnej siedziby z funkcją militarną. Początki murowanego obiektu sięgają drugiej połowy XVI wieku.",334,,,
K01.30.10.5UANBZ,Zamek w Dzierzgoniu,ok,,"Zamek w Dzierzgoniu to dawna warownia krzyżacka, której budowę rozpoczęto w 1248 roku na miejscu zdobytego pruskiego grodu. Obiekt odegrał istotną rolę dyplomatyczną  to tutaj w 1249 roku podpisano tzw. ugodę dzierzgońską. Od 1309 roku zamek zyskał wyjątkowy status jako rezydencja Wielkiego Szatnego, jednego z pięciu najważniejszych dygnitarzy Zakonu Krzyżackiego, który odpowiadał m.in. za ubiór rycerzy i zasiadał w radzie wielkiego mistrza. Budowla pełniła również funkcję siedziby komtura.",495,,partial??,juz zmienione
K01.30.10.ZB1XFH,Zamek w Bytowie,ok,,"Zamek w Bytowie wzniesiono pod koniec XIV i na początku XV w. jako gotycką warownię krzyżacką. Powstał na planie prostokąta ok. 49 × 70 m, z trzema cylindrycznymi i jedną czworoboczną wieżą, skrzydłami mieszkalnymi, kaplicą, refektarzem, bramą, fosą i mostem zwodzonym. W XVI w. rozbudowano jego fortyfikacje. Obecnie jest dobrze zachowany i użytkowany jako muzeum, hotel, restauracja i biblioteka.",398,hotel,"hotel, muzeum",juz zmienione
K01.30.20.MMJ44P,Dwór obronny w Płonnej,ok,,"Dwór w Płonnej to zabytkowa rezydencja o metryce nowożytnej, związana z dawnym majątkiem ziemskim. Dostępne mi obecnie źródła nie pozwalają wiarygodnie potwierdzić szczegółów dotyczących daty budowy, układu architektonicznego, przebudów ani stanu zachowania. W tym przypadku potrzebuję treści artykułu lub innego źródła, aby przygotować opis w tym samym standardzie co poprzednie obiekty.",388,,,
K01.30.20.JGXUT4,Lamus w Hawłowicach Górnych,ok,,"Lamus w Hawłowicach Górnych powstał prawdopodobnie w drugiej połowie XV w. jako co najmniej dwukondygnacyjna wieża mieszkalno-obronna. W XVI w. został przebudowany w stylu renesansowym. Zachował kolebkowe sklepienie z lunetami, renesansowe polichromie, kamienny portal i ceglaną posadzkę. Po zniszczeniach XVII w. pełnił funkcję lamusa. Obecnie jest odrestaurowany, mieści ekspozycję i jest udostępniony zwiedzającym.",417,,,
K01.20.10.6YA9CS,Pałac w Smolajnach,ok,,"Dawna letnia rezydencja biskupów warmińskich, wybudowana w latach 1741-1746 w stylu barokowym z inicjatywy biskupa Adama Stanisława Grabowskiego na miejscu wcześniejszego dworu obronnego (fortalicjum) z XV w., który wielokrotnie niszczony (wojna głodowa 1414, wojna trzynastoletnia 1454, konflikty 1519-1521, wojny szwedzkie) był każdorazowo odbudowywany. W 1557 r. przeniesiono tu siedzibę komornictwa dobromiejskiego, a w 1629 r. biskup Wacław Leszczyński obrał Smolajny na letnią rezydencję.",494,,,
K01.20.10.LHSXQF,Pałac w Zajezierzu,ok,,"Zespół pałacowo-parkowy w Zajezierzu to unikalna rezydencja na Pomorzu Zachodnim, w której bryle zapisano zmiany architektoniczne od średniowiecza po czasy współczesne. Obiekt wznosi się na wzgórzu nad jeziorem Zajezierskim, w miejscu XV-wiecznego zamku rodu Borków. Do dziś w terenie czytelny jest kształt wzgórza zamkowego oraz zarys dawnych fos. Obecny pałac to wynik licznych przekształceń.",394,,,
K01.30.10.D14D31,Zamek w Białej Podlaskiej,ok,,"Zamek zbudowany w XIV w. Zniszczony i przebudowany na pałac. Z oryginalnego założenia zamkowego zachowały się wieża i brama wjazdowa, oficyny, obrysy fortyfikacji i zarysy murów.",178,,,
K01.30.20.XRF1E9,Wieża w Bieławinie,ok,,"Obronna wieża grodowa wzniesiona w XIV wieku przez książąt halickich. Zniszczona w 1944 roku. Odbudowana wraz z częścią grodu w 1996 roku. Do naszych czasów zachowały się jedynie niewielkie fragmenty pierwotnych murów, stanowiące relikty średniowiecznej konstrukcji.",266,,,
K01.20.10.6U1A7T,Pałac w Kocku,ok,,"Pałac w Kocku ma początki w XVI w., gdy Firlejowie wznieśli tu obronne fortalicium. W latach 1779–1782 rezydencję całkowicie przebudowano według projektu Szymona Bogumiła Zuga, nadając jej klasycystyczny układ na planie podkowy z jońskim portykiem. Kolejna przebudowa nastąpiła w latach 1825–1832. Obecnie pałac jest zachowany, mieści dom pomocy społecznej i pozostaje zabytkiem chronionym.",390,,,
K01.30.20.3UN55J,Dwór obronny w Górzycach,ok,,"Dwór obronnny w Górzycach wzniesiono w na przełomie XVI i XVII w. następnie w XVII w. przebudowana w stylu renesansowym. Około 1700 r. został zbarokizowany przez dobudowę ryzalitu i uporządkowanie bryły. Murowany z cegły, dwukondygnacyjny, częściowo podpiwniczony, pierwotnie otoczony fosą. Po 1945 r. użytkowany mieszkalnie, później przez PGR. Od lat 90. XX w. opuszczony, obecnie znajduje się w stanie postępującej ruiny.",423,,,
K01.30.10.45Q7ME,Zamek w Kliczkowie,ok,,"Nad Kwisą pod koniec XIII wieku wzniesiono zamek rycerski z inicjatywy księcia świdnicko-jaworskiego Bolka I. W XIV wieku obiekt należał do księżnej Anny, żony cesarza Karola IV, a później przeszedł w ręce rodów rycerskich. W XVI wieku dawną warownię przebudowano, nadając jej charakter renesansowej rezydencji. Obecnie zamek jest odbudowywany. Zwiedzanie jest częściowo ograniczone, ponieważ w obiekcie działa hotel.",417,,,
K01.30.10.ZVFUJG,Zamek Sokolec,ok,,Zamek Sokolec powstał prawdopodobnie w XIV w. jako niewielka lokalna warownia na Krzyżnej Górze w Rudawach Janowickich. Pierwsza wzmianka o nim pochodzi z 1364 r. Obiekt został zniszczony w drugiej połowie XV w. i nie został odbudowany. Jego forma architektoniczna jest słabo rozpoznana. Obecnie zachowany jest jedynie w postaci reliktów murów i ruin na szczycie wzgórza.,371,,,
K01.20.10.24F5US,Pałac w Wojanowie,ok,,"Początki rezydencji w Wojanowie sięgają XVII wieku, gdy w latach 1603-1607 Nickel von Zedlitz und Nimmersath wzniósł renesansowy dwór. Po zniszczeniach wojennych obiekt był odbudowywany i wielokrotnie przekształcany, między innymi w XVIII wieku oraz w XIX wieku w duchu neogotyku. Obecny pałac, otoczony parkiem krajobrazowym, zachował charakter reprezentacyjnej rezydencji z wieżami i tarasami. Po pożarze w 2002 roku został odrestaurowany i obecnie funkcjonuje jako kompleks hotelowo-konferencyjny.",500,,,
K01.30.10.2MRBY9,Zamek w Jeleniej Górze,ok,zostawiamy,"Zamek lokowany był na tzw. Górze Bolesława Krzywoustego, obecnie zalesionym wzgórzu o wysokości 375 m n.p.m. Budowę zamku w miejscu wcześniejszego grodu rozpoczął w 1291 roku książę Bolko I. W XIV wieku przeszedł pod panowanie Czech, a w czasie wojen husyckich został zniszczony przez mieszczan. Do dziś zachowały się fragmenty kamiennych murów, umocnień ziemnych i ślady fosy.",377,,,
K01.30.10.RP8WK7,Zamek w Iłży,ok,,"Zamek w Iłży wzniesiono w XIV w. jako gotycką warownię biskupów krakowskich. Założenie obejmowało zamek górny z cylindryczną wieżą, zabudową mieszkalną i murami obronnymi oraz rozbudowane podzamcze. W XVI–XVII w. zamek przebudowywano w duchu renesansu. Zniszczony podczas wojen XVII–XVIII w., stopniowo popadł w ruinę. Obecnie zachowały się mury, relikty zabudowy i odrestaurowana wieża udostępniona turystycznie.",413,,,
K01.30.10.GVGV3F,Zamek w Prochowicach,ok,,"Zamek w Prochowicach to średniowieczna rezydencja obronna wzniesiona na przełomie XIII i XIV wieku, później przebudowywana na renesansowy pałac i umacniana bastionami. W 1642 roku został zniszczony przez wojska szwedzkie, a po kolejnych zniszczeniach w 1945 roku pozostał ruiną. Obecnie obiekt jest własnością prywatną i jest remontowany.",338,,,
K01.30.10.ETDA2D,Zamek Czocha,ok,,"Zamek Czocha powstał w XIII w. jako graniczna warownia obronna na pograniczu śląsko-łużyckim. Najstarszym elementem jest stołp, później otoczony zabudową mieszkalną. Zamek wielokrotnie przebudowywano, a w latach 1912–1920 nadano mu obecny, historyzujący kształt. Obecnie jest dobrze zachowany, pełni funkcje muzealne, hotelowe i turystyczne oraz jest udostępniony zwiedzającym.",377,,,
K01.20.10.JXFAHT,Pałac w Kamionnej,ok,,"Obiekt w Kamionnej to ruiny dawnej rezydencji, której korzenie sięgają średniowiecznej wieży mieszkalnej. W 1571 roku rodzina von Seidlitz rozbudowała ją w renesansowy dwór obronny na wodzie. W latach 1740-1744 z inicjatywy rodu von Kalckreuth dwór przebudowano na okazały, barokowy pałac. Od lat 80. XX wieku budynek pozostaje opuszczony i znajduje się w stanie zaawansowanej ruiny.",383,,,
K01.30.20.V112YF,Krzywa Wieża w Ząbkowicach Śląskich,ok,,"Krzywa Wieża w Ząbkowicach Śląskich to najwyższa krzywa wieża w Polsce i jedna z najbardziej unikalnych atrakcji architektonicznych w kraju. Ta średniowieczna, czworoboczna budowla wznosi się na wysokość 34 metrów, a jej obecne odchylenie od pionu wynosi aż 2,14 metra. Do dziś nie ma całkowitej pewności, co wywołało pochylenie obiektu.",337,,,
K01.30.10.APUMR1,Zamek w Wąsoszu,ok,,"Zamek w Wąsoszu to historyczna warownia nizinna, która przez stulecia strzegła północnych rubieży Dolnego Śląska i granicy z Wielkopolską. Choć w wyniku późniejszych przebudów utracił swój surowy, obronny charakter, do dziś stanowi cenny pomnik historii tego regionu. Początki murowanego zamku sięgają końca XIV wieku (około 1380-1400 roku). Został wzniesiony z inicjatywy książąt oleśnickich  najpewniej Konrada II  w miejscu wcześniejszego, drewniano-ziemnego grodu kasztelańskiego.",484,,link do wiki???,juz zmienione
K01.30.10.SKUTZL,Zamek w Bardzie,ok,,"Zamek w Bardzie wzniesiono pod koniec XIII w. z kamienia łamanego. Składał się z owalnego zamku właściwego o wymiarach ok. 30 × 50 m oraz podzamcza. Otaczał go mur obronny o grubości ok. 2,2 m; założenie obejmowało także cylindryczną wieżę i zabudowę mieszkalną. Zamek zniszczono w XV w. Obecnie zachowały się fundamenty, fragmenty murów, sklepień i relikty wieży, częściowo zabezpieczone konserwatorsko.",404,,,
K01.30.10.EMWTMJ,Zamek Rogowiec,ok,,"Zamek Rogowiec wzniesiono pod koniec XIII w. jako murowaną warownię graniczną na stromym, skalistym wzgórzu. Założenie obejmowało zamek górny, międzymurze i zamek dolny, z okrągłą wieżą, budynkiem mieszkalnym, murami obronnymi i basztami. W XIV w. rozbudowano część mieszkalną i umocnienia. Zamek został zdobyty i zniszczony w 1482 r. Obecnie zachowany jest wyłącznie w formie ruin.",382,,,
K01.30.10.3MNUWT,Strażnica Ryczów,ok,,"Strażnica w Ryczowie to relikty miniaturowego zamku obronnego, wzniesionego w systemie tzw. Orlich Gniazd na Wyżynie Krakowsko-Częstochowskiej. Obiekt usytuowany jest na szczycie izolowanej, stromej i trudnodostępnej wapiennej ostańcy zwanej Wielkim Grochowcem (ok. 405 m n.p.m.). Ruiny są ogólnodostępne, a ze szczytu wzgórza roztacza się rozległa panorama na środkową część Jury oraz widoczny w oddali zamek Ogrodzieniec w Podzamczu.",435,,,
K01.30.10.ATDLMR,Zamek w Grodźcu,ok,,"Zamek w Grodźcu wywodzi się ze średniowiecznego założenia obronnego, którego najstarsze murowane partie pochodzą z XV w. W XVI–XVII w. przebudowano go w renesansowy dwór obronny z attyką, ryzalitami i narożnymi wieżyczkami. W XIX w. część wnętrz otrzymała wystrój neogotycki. Zachowały się historyczne piwnice, portale, drewniane stropy, boazerie i stolarka. Obecnie zamek pozostaje zachowany i użytkowany.",406,,,
K01.30.10.7WCZUU,Zamek Górny w Rożnowie,ok,,"Zamek w Rożnowie tworzą dwa odrębne założenia: gotycki zamek górny z XIV w. oraz renesansowe fortyfikacje zamku dolnego z XVI w. Zamek górny miał plan zbliżony do prostokąta 44 × 20 m i dwa murowane budynki mieszkalne. Zamek dolny obejmuje kamienny beluard, budynek bramny i mur kurtynowy ze strzelnicami. Obecnie z zamku górnego zachowały się fragmenty murów, a fortyfikacje dolne pozostają czytelne w terenie.",411,,,
K01.30.10.RPHG4V,Zamek w Czchowie,ok,,"Ruiny zamku królewskiego w Czchowie (woj. małopolskie) to pozostałości gotyckiej warowni z przełomu XIII i XIV wieku, która strzegła traktu handlowego wzdłuż Dunajca. Najważniejszym i najlepiej zachowanym elementem obiektu jest potężna, cylindryczna wieża obronna (stołb) o wysokości około 20 metrów, służąca dziś jako punkt widokowy.",334,,full??? Prace remontowe,ok
K01.30.10.ZPKCEK,Zamek Bąkowiec,ok,,"Zamek Bąkowiec w Morsku, wzmiankowany w 1389 r., w obecnej murowanej formie powstał prawdopodobnie na przełomie XV i XVI w. Wzniesiono go na wyniosłej skale, na planie nieregularnego wieloboku. Założenie obejmowało niewielki dziedziniec, kamienną bramę, pomieszczenia mieszkalne, półkoliste baszty, mur obronny i suchą fosę. Od XVII w. pozostawał ruiną. Obecnie zachowane są fragmenty murów i bramy.",399,,,
K01.30.10.JE9Y8F,Zamek Wawel w Krakowie,ok,,"Zamek Królewski na Wawelu to wielowiekowa rezydencja obronno-reprezentacyjna, której początki sięgają XI–XIII w. W XIV–XV w. rozbudowano ją w stylu gotyckim, a w XVI w. przekształcono w monumentalny pałac renesansowy z arkadowym dziedzińcem. Zachował elementy romańskie, gotyckie, renesansowe i barokowe. Obecnie mieści muzeum Państwowe Zbiory Sztuki i jest udostępniony zwiedzającym.",384,,,
K01.30.20.DFHR3A,Dwór obronny Branickich (lamus),ok,,"Renesansowa rezydencja Branickich w Branicach powstała na początku XVI w. jako wieża mieszkalno-obronna, rozbudowana około 1603 r. przez warsztat Santi Gucciego. Murowany budynek na planie ok. 12 × 10 m wyróżniają attyka z krenelażem, sgraffitowe boniowanie, sklepienia kolebkowe oraz bogato rzeźbiony kominek i portal. Obecnie zachował historyczną bryłę i cenne elementy późnorenesansowego wystroju.",400,,,
K01.20.10.LDXP9M,Pałac w Kadzewie,ok,,"Pałac w Kadzewie (wielkopolskie) z II poł. XIX w., rozbudowany na pocz. XX w. przez ród Żółtowskich. Piętrowy budynek o skomplikowanej bryle bez wyraźnego stylu. Otacza go XIX-wieczny park krajobrazowy. Dziś to remontowana własność prywatna, którą można obejrzeć jedynie z zewnątrz.",282,,,
K01.30.10.A3T9NA,Zamek biskupów warmińskich w Lidzbarku Warmińskim,ok,,"Zamek Biskupów Warmińskich w Lidzbarku Warmińskim  Wawel Północy Zamek Biskupów Warmińskich w Lidzbarku Warmińskim to jeden z najwspanialszych i najlepiej zachowanych pomników architektury gotyckiej w Europie Środkowej. Wzniesiony w widłach rzek Łyny i Symsarny w latach 1350-1401, przez niemal cztery stulecia pełnił funkcję głównej rezydencji i centrum administracyjno-kulturalnego suwerennego państwa biskupów warmińskich.",425,,,
K01.30.10.5DL8PU,Zamek w Szczytnie,ok,,"Zamek w Szczytnie powstał w latach 1370–1380 jako murowana warownia krzyżacka na planie zbliżonym do kwadratu, z dziedzińcem, studnią, przedzamczem, murami i fosą. Po sekularyzacji zakonu pełnił funkcję siedziby starosty książęcego. Od XVII w. stopniowo popadał w ruinę i był częściowo rozbierany. Obecnie zachowały się fragmenty zabudowy, fosa i tzw. Wieża Juranda; ruiny są poddawane rewitalizacji.",400,,poor?????,fair bo jednak cały obrys jest i czytelny - na granicy ja zostawie fair
K01.30.10.N51YXX,Zamek w Barcianach,ok,,"Zamek w Barcianach wzniesiono w latach 1377–1390 jako gotycką warownię krzyżacką na planie prostokąta o wymiarach ok. 55 × 58 m. Założenie obejmowało skrzydło wschodnie z bramą, trzykondygnacyjne skrzydło północne, fosę, przedzamcze i narożną basztę. Po sekularyzacji pełnił funkcje administracyjne i gospodarcze. Obecnie zachowany jest w dobrym stanie, pozostaje jednak zamknięty i nieużytkowany.",397,,,
K01.30.10.U25NFT,Zamek Biskupów Warmińskich w Ornecie,ok,,"Zamek biskupów warmińskich w Ornecie wzniesiono w XIV w. jako gotycką rezydencję biskupią. Założenie składało się z części północnej na planie zbliżonym do prostokąta o wymiarach ok. 29 × 38 m oraz części południowej. W obrębie zamku znajdowały się m.in. kaplica, dom mieszkalny i prawdopodobnie wieża. Zabudowania rozebrano w XIX w. Obecnie zachowały się głównie gotyckie piwnice ze sklepieniami kolebkowymi i krzyżowo-żebrowymi.",430,,,
K01.20.10.VYN5GP,Pałacyk Myśliwski w Tarnowie Jeziernym,ok,,"Na wzgórzu położonym nad Jeziorem Tarnowskim już w XIII wieku znajdował się gród kasztelański należący do książąt głogowskich. W kolejnym stuleciu wzniesiono tutaj zamek książęcy, który został zniszczony w 1381 roku. W XIX wieku na miejscu dawnej warowni powstała nowa rezydencja  pałac myśliwski.",297,,,
K01.30.10.116S4F,Zamek Joannitów w Świebodzinie,ok,,"Zamek w Świebodzinie to historyczny obiekt o średniowiecznym rodowodzie, który na przestrzeni wieków uległ tak głębokim przekształceniom, że dziś jego dawny, obronny charakter pozostaje ukryty w murach współczesnego kompleksu medycznego. Początki murowanego zamku sięgają przełomu XIV i XV wieku. Został wzniesiony przez książąt głogowskich w celu zabezpieczenia strategicznego pogranicza śląsko-wielkopolskiego oraz ochrony ważnych szlaków handlowych.",452,,,
K01.30.10.QRFPNA,Zamek Gromnik,ok,,"Ruiny Zamku na Gromniku. Wznoszące się na najwyższym szczycie Wzgórz Strzelińskich (Gromnik  393 m n.p.m.) relikty zamku to jedno z najbardziej intrygujących miejsc na Śląsku. Murowana warownia powstała tu w latach trzydziestych XV wieku z inicjatywy rycerskiego rodu von Czirn. W XVI wieku książęta brzescy wznieśli tu jeszcze renesansowy zameczek myśliwski, który jednak po wojnie trzydziestoletniej popadł w całkowitą ruinę.",427,,,
K01.30.10.KBSSF4,Zamek w Lipie,ok,,Zamek w Lipie to średniowieczna warownia wzniesiona prawdopodobnie na przełomie XIV i XV wieku we wsi Lipa koło Bolkowa. Do dziś zachowały się jego ruiny. Obiekt ma prywatnego właściciela i jest zabezpieczany.,209,,,
K01.30.10.PAD8D7,Zamek w Owieśnie,ok,,"Zamek w Owieśnie wzniesiono w latach 1385–1417 jako późnośredniowieczną rezydencję obronną. W XVIII i XIX w. był przebudowywany i wzbogacany o dekoracyjne elementy, m.in. kamienny portal, ryzalit oraz heraldyczne kartusze. Należy do zespołu zamkowego obejmującego także park, oficynę i bramę wjazdową. Obecnie obiekt zachowany jest w formie zabytkowej ruiny, z czytelnymi reliktami historycznej architektury.",408,,,
K01.30.10.DFBQUM,Ruiny zamku w Radziechowie,ok,,"Malowniczo położone na wzniesieniu pośród pól i zagajników relikty zamku w Radziechowie to jeden z najmniej znanych, a zarazem najbardziej urokliwych obiektów obronnych Pogórza Kaczawskiego. To pozostałość XVI-wiecznej, murowanej z kamienia rezydencji obronnej, pierwotnie otoczonej fosą. Do dziś zachowały się fragmenty murów oraz kilka pomieszczeń piwnicznych przykrytych sklepieniami kolebkowymi. Obecnie znajduje się w stanie trwałej ruiny, silnie porośniętej roślinnością.",477,,,
K01.30.10.8M8KMY,Zamek Borków w Resku,ok,,"Zamek Borcków w Resku (woj. zachodniopomorskie) to dawna, średniowieczna warownia wzniesiona w XIV wieku przez potężny pomorski ród Borcków na wzgórzu nad rzeką Regą. Obiekt został zniszczony w XVII wieku i nigdy go nie odbudowano. Do dziś zachowały się jedynie fragmenty murów obronnych, fosy oraz czytelne zarysy fundamentów i wałów ziemnych",343,,,
K01.30.10.21C3KG,Zamek w Złocieńcu,ok,,"Zamek w Złocieńcu powstał na początku XIV w. jako niewielka warownia na planie ok. 36 × 36 m, otoczona fosą. Około 1600 r. przebudowano go w stylu renesansowym, a w XVII w. przekształcono w reprezentacyjny pałac. Kolejne modernizacje przeprowadzano w XVIII–XX w. Po 1945 r. opuszczony obiekt uległ dewastacji. Obecnie zachowały się jedynie gotyckie piwnice oraz park zamkowy z aleją wiązów.",390,,,
K01.30.10.B7BQNB,Zamek w Dobrej,ok,,"Ruiny zamku w Dobrej to pozostałości po jednej z najstarszych i najbardziej strategicznych warowni rycerskich na Pomorzu Środkowym. Położony na wysokim, otoczonym fosą wzgórzu zamek przez stulecia stanowił gniazdo rodowe potężnego pomorskiego rodu von Dewitz, strzegąc pogranicza Księstwa Pomorskiego z Brandenburgią. Architektura i Rozwój Warowni Pierwsza murowana warownia powstała w tym miejscu w pierwszej połowie XIV wieku z inicjatywy hrabiego Ulricha von Dewitz.",469,,,
K01.30.10.99QLRC,Zamek w Tykocinie,ok,,"Zamek w Tykocinie powstał w XV w. jako warownia Gasztołdów, a w latach 1549–1575 został rozbudowany dla Zygmunta Augusta w formie renesansowego zamku królewskiego. W XVII w. otoczono go czterema wielkimi bastionami ziemnymi. Po pożarze w 1734 r. popadł w ruinę i był stopniowo rozbierany. Obecnie część założenia została zrekonstruowana na podstawie badań archeologicznych i źródeł archiwalnych.",395,,,
K01.30.10.15NA2Y,Zamek w Rzeszowie,ok,,"Zamek w Rzeszowie to dawna rezydencja Lubomirskich wzniesiona na przełomie XVI i XVII wieku na miejscu wcześniejszego pałacu obronnego. W XVII i XVIII wieku otoczono go fortyfikacjami bastionowymi, a po zniszczeniach i przebudowach w 1906 roku uzyskał obecny wygląd. Dziś mieści Sąd Okręgowy.",292,,,
K01.20.10.3NJ8FC,Pałac Sroczyńskich w Jaśle,ok,,"Według Spisu Dóbr Koronnych z 1629 roku starosta jasielski Baltazar Brodecki polecił wznieść w tej miejscowości murowaną warownię. Zamek miał charakter obronny  wyposażony był w baszty oraz zwodzony most, a jego zabezpieczenie stanowił dodatkowo ziemny wał otaczający całość założenia. Dawny zamek nie zachował się do czasów współczesnych. W jego miejscu w 1858 roku wybudowano pałac Sroczyńskich, który obecnie pełni funkcję siedziby Zespołu Szkół Medycznych.",460,,,
